Movie Name,Address,Rating,Date,Closed Captioning,Zip,Park Name
Drumline,"{""latitude"": ""41.87475204"", ""longitude"": ""-87.69367981"", ""human_address"": ""{\""address\"": \""515 S. Washtenaw Ave. Chicago IL 60612\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60612\""}""}",PG-13,2014-07-25,Y,60612,Altgeld Park
Happy Feet,"{""latitude"": ""41.89749146"", ""longitude"": ""-87.61992645"", ""human_address"": ""{\""address\"": \""808 N Lake Shore Dr Chicago, IL 60611\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60611\""}""}",PG,2014-06-24,Y,60611,Lake Shore Park
Lee Daniels' The Butler,"{""latitude"": ""41.86931992"", ""longitude"": ""-87.71344757"", ""human_address"": ""{\""address\"": \""3559 W. Arthington St. Chicago IL 60624\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60624\""}""}",PG-13,2014-06-22,Y,60624,Homan Square Park
Mandela: Long Walk to Freedom,"{""latitude"": ""41.86500168"", ""longitude"": ""-87.6566391"", ""human_address"": ""{\""address\"": \""1312 S. Racine Ave, Chicago IL 60608\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60608\""}""}",PG-13,2014-07-18,Y,60608,Fosco Park
The Wiz ,"{""latitude"": ""41.76167679"", ""longitude"": ""-87.58354187"", ""human_address"": ""{\""address\"": \""7340 S. East End Ave. Chicago IL 60649\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60649\""}""}",G,2014-07-02,N,60649,Woodhull Playground Park
Cloudy with a Chance of Meatballs 2,"{""latitude"": ""41.92488861"", ""longitude"": ""-87.69497681"", ""human_address"": ""{\""address\"": \""2402 N. Washtenaw Ave. Chicago IL 60647\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60647\""}""}",PG,2014-06-27,Y,60647,Haas Park
Mr. Peabody & Sherman,"{""latitude"": ""41.79055023"", ""longitude"": ""-87.71083069"", ""human_address"": ""{\""address\"": \""5656 S. St. Louis Ave. Chicago IL 60629\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60629\""}""}",PG,2014-08-03,Y,60629,Senka Park
Buck and the Preacher,"{""latitude"": ""41.71755765"", ""longitude"": ""-87.53148079"", ""human_address"": ""{\""address\"": \""9801 S Avenue G Chicago, IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",PG,2014-07-21,Y,60617,Calumet Park
42,"{""latitude"": ""41.79003906"", ""longitude"": ""-87.65474701"", ""human_address"": ""{\""address\"": \""5727 S. Racine Ave. Chicago IL 60621\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60621\""}""}",PG-13,2014-07-02,Y,60621,Moran Playground Park
The Hunger Games: Catching Fire,"{""latitude"": ""41.8367424"", ""longitude"": ""-87.730896"", ""human_address"": ""{\""address\"": \""4247 W. 31st St. Chicago IL 60623\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60623\""}""}",PG-13,2014-08-06,Y,60623,Piotrowski Park
Lee Daniels' The Butler,"{""latitude"": ""41.83839417"", ""longitude"": ""-87.62062836"", ""human_address"": ""{\""address\"": \""300 E. 31st St. Chicago IL 60616\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60616\""}""}",PG-13,2014-06-19,Y,60616,Dunbar Park
Captain Phillips,"{""latitude"": ""42.01041412"", ""longitude"": ""-87.66117859"", ""human_address"": ""{\""address\"": \""1230 W. Greenleaf Ave. Chicago IL 60626\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60626\""}""}",PG-13,2014-07-19,Y,60626,Loyola Park
Frozen,"{""latitude"": ""41.95508957"", ""longitude"": ""-87.76216125"", ""human_address"": ""{\""address\"": \""4100 N Long Ave Chicago, IL 60641\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60641\""}""}",PG,2014-07-09,,60641,Portage Park
The Benchwarmers,"{""latitude"": ""41.90572739"", ""longitude"": ""-87.7037735"", ""human_address"": ""{\""address\"": \""1440 N Humboldt Dr Chicago, IL 60622\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60622\""}""}",PG-13,2014-08-22,Y,60622,Humboldt Park
Free Birds,"{""latitude"": ""41.98659134"", ""longitude"": ""-87.79413605"", ""human_address"": ""{\""address\"": \""5801 N. Natoma Ave. Chicago IL 60631\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60631\""}""}",PG,2014-08-15,,60631,Norwood Park
Happy Feet,"{""latitude"": ""41.73907852"", ""longitude"": ""-87.69678497"", ""human_address"": ""{\""address\"": \""2936 W. 85th St. Chicago IL 60652\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60652\""}""}",PG,2014-07-09,Y,60652,Hayes Park
Latino Film Festival Selection,"{""latitude"": ""41.92153931"", ""longitude"": ""-87.73892212"", ""human_address"": ""{\""address\"": \""2240 N. Kilbourn Ave. Chicago IL 60639\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60639\""}""}",NR,2014-07-30,N,60639,Hermosa Park
The Smurfs 2 ,"{""latitude"": ""42.01028061"", ""longitude"": ""-87.8066864"", ""human_address"": ""{\""address\"": \""7100 N Harlem Ave Chicago, IL 60631\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60631\""}""}",PG,2014-07-18,Y,60631,Brooks Park
Latino Film Festival Selection,"{""latitude"": ""41.85699081"", ""longitude"": ""-87.67106628"", ""human_address"": ""{\""address\"": \""1824 S. Wood St. Chicago IL 60608\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60608\""}""}",NR,2014-08-13,N,60608,Harrison Park
Cloudy With a Chance of Meatballs 2,"{""latitude"": ""41.92298889"", ""longitude"": ""-87.65727234"", ""human_address"": ""{\""address\"": \""2250 N. Clifton Ave. Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG,2014-08-05,Y,60614,Trebes Park
Gravity ,"{""latitude"": ""41.82777786"", ""longitude"": ""-87.60858154"", ""human_address"": ""{\""address\"": \""535 E. 35th St. Chicago IL 60653\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60653\""}""}",PG-13,2014-06-21,Y,60653,Ellis (Samuel) Park
Jurassic Park,"{""latitude"": ""41.79042816"", ""longitude"": ""-87.77915955"", ""human_address"": ""{\""address\"": \""5625 S. Mobile Ave. Chicago IL 60638\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60638\""}""}",PG-13,2014-07-01,Y,60638,Wentworth Park
@home,"{""latitude"": ""41.89749146"", ""longitude"": ""-87.61992645"", ""human_address"": ""{\""address\"": \""808 N Lake Shore Dr Chicago, IL 60611\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60611\""}""}",NR,2014-06-05,N,60611,Lake Shore Park
The Great Gatsby (2013),"{""latitude"": ""41.69263077"", ""longitude"": ""-87.61819458"", ""human_address"": ""{\""address\"": \""201 E 111th St Chicago, IL 60628\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60628\""}""}",PG-13,2014-08-24,Y,60628,Palmer Park
The Lego Movie,"{""latitude"": ""41.89749146"", ""longitude"": ""-87.61992645"", ""human_address"": ""{\""address\"": \""808 N Lake Shore Dr Chicago, IL 60611\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60611\""}""}",PG,2014-08-18,Y,60611,Lake Shore Park
Lego Movie,"{""latitude"": ""41.95268631"", ""longitude"": ""-87.72504425"", ""human_address"": ""{\""address\"": \""3945 N. Springfield Ave. Chicago IL 60618\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60618\""}""}",PG,2014-08-08,,60618,Independence Park
Frozen,"{""latitude"": ""41.95268631"", ""longitude"": ""-87.72504425"", ""human_address"": ""{\""address\"": \""3945 N. Springfield Ave. Chicago IL 60618\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60618\""}""}",PG,2014-06-13,,60618,Independence Park
Rebel Without a Cause,"{""latitude"": ""41.77771378"", ""longitude"": ""-87.58693695"", ""human_address"": ""{\""address\"": \""6401 S Stony Island Ave Chicago, IL 60637\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60637\""}""}",PG-13,2014-07-28,Y,60637,Jackson Park
The Family That Preys,"{""latitude"": ""41.69263077"", ""longitude"": ""-87.61819458"", ""human_address"": ""{\""address\"": \""201 E 111th St Chicago, IL 60628\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60628\""}""}",PG-13,2014-07-17,N,60628,Palmer Park
Latino Film Festival Selection,"{""latitude"": ""41.94442749"", ""longitude"": ""-87.73962402"", ""human_address"": ""{\""address\"": \""3501 N. Kilbourn Ave. Chicago IL 60641\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60641\""}""}",NR,2014-07-23,N,60641,Kilbourn Park
Dirty Dancing,"{""latitude"": ""41.88024521"", ""longitude"": ""-87.65080261"", ""human_address"": ""{\""address\"": \""115 S Sangamon St Chicago, IL 60607\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60607\""}""}",PG-13,2014-06-25,Y,60607,"Bartelme, Mary Park"
How to Train Your Dragon,"{""latitude"": ""41.77088165"", ""longitude"": ""-87.70292664"", ""human_address"": ""{\""address\"": \""6743 S. Kedzie Ave. Chicago IL 60629\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60629\""}""}",PG,2014-06-17,Y,60629,Marquette Park
Hairspray,"{""latitude"": ""41.93524551"", ""longitude"": ""-87.79602051"", ""human_address"": ""{\""address\"": \""3020 N Oak Park Ave Chicago, IL 60634\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60634\""}""}",PG,2014-08-21,,60634,Bell Park
Jaws,"{""latitude"": ""41.77771378"", ""longitude"": ""-87.58693695"", ""human_address"": ""{\""address\"": \""6401 S Stony Island Ave Chicago, IL 60637\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60637\""}""}",PG,2014-06-30,Y,60637,Jackson Park
The Little Rascals,"{""latitude"": ""41.6591568"", ""longitude"": ""-87.54946136"", ""human_address"": ""{\""address\"": \""3035 E. 130st St. Chicago IL 60633\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60633\""}""}",PG,2014-07-23,Y,60633,Mann Park
As Good As It Gets,"{""latitude"": ""41.89364243"", ""longitude"": ""-87.64193726"", ""human_address"": ""{\""address\"": \""630 N. Kingsbury St. Chicago IL 60606\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60606\""}""}",PG-13,2014-06-17,N,60606,"Ward, A. Montgomery Park"
Willy Wonka and the Chocolate Factory,"{""latitude"": ""41.92298889"", ""longitude"": ""-87.65727234"", ""human_address"": ""{\""address\"": \""2250 N. Clifton Ave. Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",G,2014-08-27,,60614,Trebes Park
Superman,"{""latitude"": ""41.73525238"", ""longitude"": ""-87.57568359"", ""human_address"": ""{\""address\"": \""8800 S. Clyde Ave. Chicago, IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",PG,2014-07-30,N,60617,Owens Park
42,"{""latitude"": ""41.72403336"", ""longitude"": ""-87.59728241"", ""human_address"": ""{\""address\"": \""9400 S. Greenwood Ave. Chicago IL 60619\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60619\""}""}",PG-13,2014-08-27,Y,60619,Burnside Park
Lee Daniels' The Butler,"{""latitude"": ""41.75580215"", ""longitude"": ""-87.60163116"", ""human_address"": ""{\""address\"": \""7655 S. Ingleside Ave. Chicago IL 60619\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60619\""}""}",PG-13,2014-08-05,Y,60619,Grand Crossing Park
Rookie of the Year,"{""latitude"": ""41.92099187"", ""longitude"": ""-87.64469862"", ""human_address"": ""{\""address\"": \""2021 N. Burling St. Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG,2014-06-14,Y,60614,Oz Park
,"{""latitude"": ""41.8367424"", ""longitude"": ""-87.730896"", ""human_address"": ""{\""address\"": \""4247 W. 31st St. Chicago IL 60623\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60623\""}""}",,2014-07-09,,60623,Piotrowski Park
Ironman 3,"{""latitude"": ""41.94267654"", ""longitude"": ""-87.76173401"", ""human_address"": ""{\""address\"": \""3420 N. Long Ave. Chicago IL 60641\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60641\""}""}",PG-13,2014-09-13,,60641,Chopin Park
Mandela: Long Walk to Freedom,"{""latitude"": ""41.72680283"", ""longitude"": ""-87.65419769"", ""human_address"": ""{\""address\"": \""1246 W 92nd St Chicago, IL 60620\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60620\""}""}",PG-13,2014-07-12,Y,60620,Brainerd Park
Lego Movie,"{""latitude"": ""41.95508957"", ""longitude"": ""-87.76216125"", ""human_address"": ""{\""address\"": \""4100 N Long Ave Chicago, IL 60641\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60641\""}""}",PG,2014-08-20,,60641,Portage Park
Ride Along,"{""latitude"": ""41.91294479"", ""longitude"": ""-87.780159"", ""human_address"": ""{\""address\"": \""6200 W Bloomingdale Ave Chicago, IL 60639\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60639\""}""}",PG-13,2014-07-22,Y,60639,Amundsen Park
The Book Thief ,"{""latitude"": ""41.90572739"", ""longitude"": ""-87.7037735"", ""human_address"": ""{\""address\"": \""1440 N Humboldt Dr Chicago, IL 60622\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60622\""}""}",PG-13,2014-07-20,Y,60622,Humboldt Park
The Lego Movie,"{""latitude"": ""41.77493286"", ""longitude"": ""-87.72831726"", ""human_address"": ""{\""address\"": \""4233 W. 65th St. Chicago IL 60629\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60629\""}""}",PG,2014-08-05,N,60629,West Lawn Park
Space Jam,"{""latitude"": ""41.80919647"", ""longitude"": ""-87.62728119"", ""human_address"": ""{\""address\"": \""39 W. 47th St. Chicago IL 60609\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60609\""}""}",PG,2014-06-29,Y,60609,Taylor Park
Mr. Peabody & Sherman,"{""latitude"": ""41.82310104"", ""longitude"": ""-87.67856598"", ""human_address"": ""{\""address\"": \""2210 W. Pershing Rd. Chicago IL 60609\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60609\""}""}",PG,2014-07-06,Y,60609,McKinley Park
Despicable Me 2,"{""latitude"": ""41.89686584"", ""longitude"": ""-87.67324829"", ""human_address"": ""{\""address\"": \""1845 W. Rice St. Chicago IL 60622\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60622\""}""}",PG,2014-06-12,Y,60622,Commercial Club Playground
Gravity,"{""latitude"": ""41.76344299"", ""longitude"": ""-87.63769531"", ""human_address"": ""{\""address\"": \""513 W. 72nd St. Chicago IL 60621\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60621\""}""}",PG-13,2014-06-19,N,60621,Hamilton Park
The Fantastic Mr. Fox,"{""latitude"": ""41.80422211"", ""longitude"": ""-87.59378815"", ""human_address"": ""{\""address\"": \""1330 E. 50th St. Chicago IL 60615\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60615\""}""}",PG,2014-07-02,Y,60615,Kenwood Community Park
Gravity,"{""latitude"": ""41.89364243"", ""longitude"": ""-87.64193726"", ""human_address"": ""{\""address\"": \""630 N. Kingsbury St. Chicago IL 60606\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60606\""}""}",PG-13,2014-07-29,Y,60606,"Ward, A. Montgomery Park"
Latino Film Festival Selection,"{""latitude"": ""42.01041412"", ""longitude"": ""-87.66117859"", ""human_address"": ""{\""address\"": \""1230 W. Greenleaf Ave. Chicago IL 60626\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60626\""}""}",NR,2014-08-06,N,60626,Loyola Park
Sixteen Candles,"{""latitude"": ""41.88835526"", ""longitude"": ""-87.64409637"", ""human_address"": ""{\""address\"": \""353 N. DesPlaines St. Chicago IL 60611\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60611\""}""}",PG-13,2014-07-21,N,60611,Park No. 551
Jumanji,"{""latitude"": ""41.71934128"", ""longitude"": ""-87.6676712"", ""human_address"": ""{\""address\"": \""9625 S. Longwood Dr., Chicago IL 60643\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60643\""}""}",PG,2014-06-30,Y,60643,Ridge Park
Ferris Bueller's Day Off ,"{""latitude"": ""41.928495"", ""longitude"": ""-87.636008"", ""human_address"": ""{\""address\"": \""2045 N Lincoln Park West Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",PG-13,2014-07-09,Y,60614,Lincoln Park
The Wiz,"{""latitude"": ""41.76674652"", ""longitude"": ""-87.56651306"", ""human_address"": ""{\""address\"": \""7059 S. South Shore Dr. Chicago IL 60649\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60649\""}""}",G,2014-08-27,N,60649,South Shore Cultural Center
Jumanji,"{""latitude"": ""41.71755765"", ""longitude"": ""-87.53148079"", ""human_address"": ""{\""address\"": \""9801 S Avenue G Chicago, IL 60617\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60617\""}""}",PG,2014-08-03,Y,60617,Calumet Park
Lego Movie,"{""latitude"": ""41.9759407"", ""longitude"": ""-87.77890778"", ""human_address"": ""{\""address\"": \""6020 W Foster Ave Chicago, IL 60630\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60630\""}""}",PG,2014-08-07,,60630,Austin-Foster Playlot Park
Independence Day,"{""latitude"": ""41.74466705"", ""longitude"": ""-87.63191986"", ""human_address"": ""{\""address\"": \""8223 S. Princeton Ave. Chicago IL 60620\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60620\""}""}",PG-13,2014-06-13,Y,60620,West Chatham Park
The Nut Job,"{""latitude"": ""41.96262741"", ""longitude"": ""-87.74201202"", ""human_address"": ""{\""address\"": \""4550 W. Sunnyside Ave. Chicago IL 60630\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60630\""}""}",PG,2014-07-11,,60630,Mayfair Park
Twenty Feet From Stardom,"{""latitude"": ""41.79378891"", ""longitude"": ""-87.61591339"", ""human_address"": ""{\""address\"": \""5531 S. Martin Luther King Dr. Chicago, IL 60637\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60637\""}""}",PG-13,2014-08-16,Y,60637,Washington Park
Stanley Ka Dabba,"{""latitude"": ""42.00889969"", ""longitude"": ""-87.67923737"", ""human_address"": ""{\""address\"": \""1932 W. Lunt Ave. Chicago IL 60626\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60626\""}""}",NR,2014-06-29,N,60626,Paschen Park
The Lego Movie,"{""latitude"": ""41.82777786"", ""longitude"": ""-87.60858154"", ""human_address"": ""{\""address\"": \""535 E. 35th St. Chicago IL 60653\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60653\""}""}",PG,2014-08-16,Y,60653,Ellis (Samuel) Park
Groundhog Day,"{""latitude"": ""41.9219017"", ""longitude"": ""-87.68556213"", ""human_address"": ""{\""address\"": \""2200 N. Oakley Ave. Chicago IL 60647\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60647\""}""}",PG,2014-06-15,Y,60647,Holstein Park
Latino Film Festival Selection,"{""latitude"": ""41.8367424"", ""longitude"": ""-87.730896"", ""human_address"": ""{\""address\"": \""4247 W. 31st St. Chicago IL 60623\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60623\""}""}",NR,2014-07-09,N,60623,Piotrowski Park
The Triplets of Belleville,"{""latitude"": ""41.928495"", ""longitude"": ""-87.636008"", ""human_address"": ""{\""address\"": \""2045 N Lincoln Park West Chicago IL 60614\"", \""city\"": \""\"", \""state\"": \""\"", \""zip\"": \""60614\""}""}",PG-13,2014-07-07,N,60614,Lincoln Park
The Bachelor and the Bobby Soxer,"{""latitude"": ""41.928495"", ""longitude"": ""-87.636008"", ""human_address"": ""{\""address\"": \""2045 N Lincoln Park West Chicago IL 60614\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60614\""}""}",NR,2014-07-28,Y,60614,Lincoln Park
Michael Jackson's This Is It,"{""latitude"": ""41.92939377"", ""longitude"": ""-87.7122345"", ""human_address"": ""{\""address\"": \""2636 N. Kimball Ave. Chicago IL 60647\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60647\""}""}",PG,2014-08-16,Y,60647,Unity Playlot Park
The Sandlot,"{""latitude"": ""41.90821838"", ""longitude"": ""-87.67736053"", ""human_address"": ""{\""address\"": \""1425 N. Damen Avenue Chicago IL 60622\"", \""city\"": \""Chicago\"", \""state\"": \""IL\"", \""zip\"": \""60622\""}""}",PG,2014-07-17,Y,60622,Wicker Park
